LNo | Status | Source Code | Tests
505 | COVERED |     parser.add_argument("--directory", "-d", type=str) | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
506 | COVERED |     parser.add_argument("--strip", "-p", type=int, default=0) | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
507 | COVERED |     parser.add_argument("--max-offset", type=int, default=0) | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
508 | COVERED |     parser.add_argument("--backup", action="store_true") | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
509 | COVERED |     parser.add_argument("--dry-run", action="store_true") | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
510 | COVERED |     parser.add_argument("--verbose", "-v", action="count", default=1) | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
511 | COVERED |     parser.add_argument("--fuzz", type=int, default=0) | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
512 | COVERED |     parser.add_argument("--global", dest="global_apply", action="store_true") | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
513 | COVERED |     parser.add_argument("--reverse", "-R", action="store_true") | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
514 | COVERED |     parser.add_argument("--continue", dest="continue_on_fail", action="store_true") | test_7_1_positive_recursive_cleanup, test_p4_ws_plus_fuzz, test_8_3_positive_reverse_deletion_to_creation, test_3_1_positive_rename_and_edit, test_15_11_coverage_deep_mkdir, test_9_2_positive_continue_on_ambiguity, test_15_1_coverage_delta_large_copy, test_12_3_safety_dry_run_cleanup, test_8_1_positive_reverse_content, test_p9_sequence_plus_reverse, test_p12_negative_empty_binary_block, test_p7_strip_depth_permutation, test_15_6_coverage_empty_stream, test_6_2_positive_mkdir_on_demand, test_13_2_positive_filter_include_skip, test_7_4_positive_cleanup_ignore, test_12_1_safety_dry_run_edit, test_11_2_positive_binary_zlib_literal, test_6_3_negative_strict_offset_failure, test_12_2_safety_dry_run_rename, test_15_2_coverage_parser_similarity_edge, test_10_2_positive_sequential_creation, test_7_6_negative_read_only_file, test_6_1_negative_strip_out_of_bounds, test_6_5_positive_complex_rename_chain, test_6_6_negative_rename_source_missing, test_9_1_positive_continue_on_fail, test_7_3_negative_include_filter, test_8_4_positive_reverse_binary_literal, test_15_3_coverage_missing_hunks, test_5_1_positive_binary_literal, test_p6_continue_rename_collision, test_13_1_negative_path_strip_overrun, test_p2_reverse_creation_existing, test_p1_rename_plus_fuzz, test_15_5_coverage_cli_apply_shorthand, test_15_8_coverage_deep_text_creation, test_7_2_positive_exclude_filter, test_3_2_positive_identity_redirection, test_8_2_positive_reverse_rename, test_13_3_negative_ambiguity_exit_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_6_4_negative_ambiguity_code_127, test_15_10_coverage_parser_empty_renames, test_14_2_negative_mangled_header, test_16_1_delta_decoder_loop_entry, test_16_5_delta_copy_brute_force, test_13_4_positive_continue_on_fail, test_14_1_negative_identity_conflict, test_15_4_coverage_io_failure, test_15_7_coverage_delta_bitwise_instructions, test_16_4_delta_decoder_copy_block_unlock, test_16_3_delta_index_error_break, test_14_3_positive_reverse_creation, test_p5_exclude_binary, test_p10_identity_plus_binary, test_11_3_negative_binary_delta_truncated, test_11_1_positive_binary_delta_insert, test_p8_include_plus_cleanup, test_15_12_coverage_cli_no_args, test_15_9_coverage_delta_all_bitmasks, test_4_2_positive_ignore_whitespace, test_8_5_positive_reverse_creation_to_deletion, test_16_5_delta_decoder_brute_force_copy, test_2_1_positive_exact_match, test_5_2_positive_binary_creation, test_7_5_negative_identity_conflict, test_7_7_negative_malformed_binary_header, test_p11_negative_invalid_base85_char, test_p3_global_reverse, test_10_1_positive_sequential_offsets, test_12_4_safety_dry_run_mkdir, test_4_1_positive_fuzz_factor
